derivation_chain,status_chain,halstead_difficulty
"['11011', '11012', '11013']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[31.191176470588236, 31.191176470588236, 31.5]"
"['11024', '11026', '11027', '11028', '11029']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[132.58928571428572, 135.14285714285714, 135.33928571428572, 135.92857142857142, 135.33928571428572]"
"['11032', '11033', '11034', '11035']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[132.43373493975903, 132.43373493975903, 135.33928571428572, 133.74705882352941]"
"['10989', '10990']","['PARSEERROR', 'SAT']","[13.333333333333332, 12.142857142857142]"
"['10994', '10995']","['PARSEERROR', 'SAT']","[10.625, 12.142857142857142]"
"['10998', '10999']","['PARSEERROR', 'SAT']","[10.0, 12.142857142857142]"
"['11002', '11003', '11004']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.142857142857142, 11.428571428571427, 12.142857142857142]"
"['11024', '11026', '11027', '11028', '11029']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[132.58928571428572, 135.14285714285714, 135.33928571428572, 135.92857142857142, 135.33928571428572]"
"['11032', '11033', '11034', '11035']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[132.43373493975903, 132.43373493975903, 135.33928571428572, 133.74705882352941]"
"['13266', '13267', '13268', '13269', '13270']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.3125, 10.3125, 8.125, 8.125, 7.5]"
"['13271', '13272', '13273']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.735294117647058, 8.735294117647058, 9.166666666666668]"
"['13276', '13277']","['PARSEERROR', 'SAT']","[8.9375, 9.533333333333333]"
"['13279', '13280', '13281', '13282', '13283']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.928571428571429, 8.333333333333334, 8.9375, 8.9375, 8.571428571428571]"
"['13326', '13327', '13328', '13329', '13330']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[47.14285714285714, 41.785714285714285, 41.785714285714285, 39.10714285714286, 38.57142857142858]"
"['13331', '13332']","['PARSEERROR', 'SAT']","[41.25, 38.57142857142858]"
"['13333', '13334', '13335']","['PARSEERROR', 'PARSEERROR', 'SAT']","[47.5, 45.416666666666664, 44.583333333333336]"
"['13322', '13323', '13324', '13325']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[28.666666666666668, 28.666666666666668, 27.428571428571427, 35.2]"
"['13339', '13340']","['PARSEERROR', 'UNSAT']","[50.666666666666664, 39.46666666666667]"
"['13322', '13323', '13324', '13325']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[28.666666666666668, 28.666666666666668, 27.428571428571427, 35.2]"
"['13339', '13340']","['PARSEERROR', 'UNSAT']","[50.666666666666664, 39.46666666666667]"
"['7287', '7288']","['PARSEERROR', 'SAT']","[5.5, 6.857142857142857]"
"['7287', '7288']","['PARSEERROR', 'SAT']","[5.5, 6.857142857142857]"
"['12448', '12449']","['PARSEERROR', 'SAT']","[30.933333333333334, 30.933333333333334]"
"['12524', '12525']","['PARSEERROR', 'SAT']","[112.2, 130.54411764705884]"
"['12529', '12530']","['PARSEERROR', 'UNSAT']","[139.07692307692307, 141.5]"
"['13529', '13530', '13531', '13532']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[72.5, 72.5, 72.5, 72.5]"
"['13535', '13536']","['PARSEERROR', 'SAT']","[72.5, 72.5]"
"['13081', '13082', '13083']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.0, 6.78125, 6.0]"
"['13424', '13425']","['PARSEERROR', 'SAT']","[10.5, 10.5]"
"['13524', '13525']","['PARSEERROR', 'SAT']","[69.6, 69.6]"
"['7287', '7288']","['PARSEERROR', 'SAT']","[5.5, 6.857142857142857]"
"['13850', '13851', '13852', '13853']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[2.25, 2.0, 2.0, 2.0]"
"['13861', '13862']","['PARSEERROR', 'SAT']","[2.6666666666666665, 2.6666666666666665]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['17181', '17182']","['PARSEERROR', 'SAT']","[13.176470588235293, 15.125]"
"['6991', '6992']","['PARSEERROR', 'SAT']","[1.3333333333333333, 2.25]"
"['6997', '6998']","['PARSEERROR', 'SAT']","[8.0, 9.333333333333334]"
"['17273', '17274']","['PARSEERROR', 'UNSAT']","[24.181818181818183, 14.772727272727273]"
"['17277', '17278']","['PARSEERROR', 'SAT']","[18.454545454545453, 15.125]"
"['17279', '17280', '17281', '17282', '17283']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[18.2, 19.333333333333336, 15.600000000000001, 15.600000000000001, 15.818181818181817]"
"['28089', '28090', '28091', '28092']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[16.033333333333335, 17.266666666666666, 16.033333333333335, 17.178571428571427]"
"['28100', '28101']","['PARSEERROR', 'SAT']","[17.5, 17.178571428571427]"
"['28102', '28103']","['PARSEERROR', 'SAT']","[18.5, 18.5]"
"['28104', '28105']","['PARSEERROR', 'SAT']","[18.5, 18.5]"
"['28114', '28115', '28116']","['PARSEERROR', 'PARSEERROR', 'SAT']","[18.666666666666664, 18.666666666666664, 20.0]"
"['28169', '28170', '28171', '28172', '28173', '28174', '28175', '28177']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[18.8125, 18.375, 19.599999999999998, 19.599999999999998, 20.066666666666666, 17.705882352941174, 17.705882352941174, 18.8125]"
"['28181', '28182']","['PARSEERROR', 'SAT']","[19.599999999999998, 19.599999999999998]"
"['28203', '28204', '28205']","['PARSEERROR', 'PARSEERROR', 'SAT']","[20.066666666666666, 20.066666666666666, 20.066666666666666]"
"['29970', '29971']","['PARSEERROR', 'SAT']","[10.928571428571427, 10.928571428571427]"
"['29973', '29974']","['PARSEERROR', 'SAT']","[12.142857142857142, 12.142857142857142]"
"['6957', '6958']","['PARSEERROR', 'SAT']","[14.399999999999999, 15.0]"
"['6957', '6958']","['PARSEERROR', 'SAT']","[14.399999999999999, 15.0]"
"['6960', '6961', '6962', '6963', '6964']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[18.125, 18.125, 18.125, 18.75, 20.3]"
"['6975', '6976']","['PARSEERROR', 'SAT']","[14.142857142857144, 12.857142857142858]"
"['6975', '6976']","['PARSEERROR', 'SAT']","[14.142857142857144, 12.857142857142858]"
"['6991', '6992']","['PARSEERROR', 'SAT']","[1.3333333333333333, 2.25]"
"['6997', '6998']","['PARSEERROR', 'SAT']","[8.0, 9.333333333333334]"
"['6991', '6992']","['PARSEERROR', 'SAT']","[1.3333333333333333, 2.25]"
"['6997', '6998']","['PARSEERROR', 'SAT']","[8.0, 9.333333333333334]"
"['7850', '7851', '7852']","['PARSEERROR', 'PARSEERROR', 'SAT']","[76.44, 65.89655172413792, 68.25]"
"['7850', '7851', '7852']","['PARSEERROR', 'PARSEERROR', 'SAT']","[76.44, 65.89655172413792, 68.25]"
"['17480', '17481', '17482']","['PARSEERROR', 'PARSEERROR', 'SAT']","[41.475, 42.55263157894736, 50.42307692307692]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['17480', '17481', '17482']","['PARSEERROR', 'PARSEERROR', 'SAT']","[41.475, 42.55263157894736, 50.42307692307692]"
"['14573', '14574']","['PARSEERROR', 'SAT']","[2.25, 1.7999999999999998]"
"['14577', '14578']","['PARSEERROR', 'SAT']","[8.571428571428571, 8.571428571428571]"
"['14586', '14587', '14588']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.590909090909093, 19.730769230769234, 20.454545454545457]"
"['14590', '14591']","['PARSEERROR', 'SAT']","[22.958333333333332, 22.958333333333332]"
"['20301', '20302', '20303', '20304']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[44.21052631578947, 41.0, 41.0, 43.575]"
"['21390', '21391', '21392']","['PARSEERROR', 'PARSEERROR', 'SAT']","[6.0, 6.0, 9.625]"
"['21398', '21399']","['PARSEERROR', 'SAT']","[18.2, 18.2]"
"['6957', '6958']","['PARSEERROR', 'SAT']","[14.399999999999999, 15.0]"
"['22859', '22860']","['PARSEERROR', 'SAT']","[15.954545454545455, 15.954545454545455]"
"['6957', '6958']","['PARSEERROR', 'SAT']","[14.399999999999999, 15.0]"
"['6960', '6961', '6962', '6963', '6964']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[18.125, 18.125, 18.125, 18.75, 20.3]"
"['23072', '23073']","['PARSEERROR', 'SAT']","[20.3, 20.3]"
"['23222', '23223', '23224']","['PARSEERROR', 'PARSEERROR', 'SAT']","[18.0, 18.0, 20.642857142857142]"
"['23160', '23161', '23162', '23163']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[24.470588235294116, 24.470588235294116, 24.470588235294116, 25.5]"
"['23165', '23166', '23167', '23168', '23169']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[26.444444444444446, 24.0, 24.0, 24.0, 25.41176470588235]"
"['23170', '23171']","['PARSEERROR', 'SAT']","[27.86111111111111, 29.5]"
"['23172', '23173', '23174', '23175', '23176', '23177']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[23.333333333333336, 23.333333333333336, 25.88235294117647, 27.5, 27.5, 27.5]"
"['23191', '23192']","['PARSEERROR', 'UNSAT']","[25.333333333333332, 24.666666666666668]"
"['23286', '23287', '23288', '23289']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[49.775000000000006, 50.207317073170735, 50.207317073170735, 0]"
"['23290', '23291']","['PARSEERROR', 'SAT']","[50.207317073170735, 57.65853658536585]"
"['23295', '23296']","['PARSEERROR', 'SAT']","[47.25, 33.35]"
"['23229', '23230', '23231', '23232', '23233', '23234', '23235', '23309', '23310', '23311', '23312', '23313', '23315', '23316', '23317']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.299999999999999, 13.333333333333334, 13.333333333333334, 13.333333333333334, 13.333333333333334, 12.0, 12.0, 17.954545454545453, 18.372093023255815, 18.372093023255815, 18.372093023255815, 18.372093023255815, 16.5, 15.5, 16.791666666666668]"
"['23323', '23324']","['PARSEERROR', 'UNSAT']","[17.454545454545453, 18.90909090909091]"
"['23405', '23406', '23407', '23408']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[33.23076923076923, 27.794117647058826, 36.61538461538461, 24.083333333333336]"
"['23612', '23613']","['PARSEERROR', 'SAT']","[2.25, 2.0]"
"['23616', '23617', '23618']","['PARSEERROR', 'PARSEERROR', 'SAT']","[23.538461538461537, 25.5, 24.615384615384617]"
"['23622', '23623', '23624', '23625', '23626', '23627', '23628', '23629', '23630']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[21.674999999999997, 21.05263157894737, 21.05263157894737, 21.05263157894737, 21.05263157894737, 20.63157894736842, 20.63157894736842, 20.63157894736842, 20.63157894736842]"
"['23631', '23632', '23633']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.05263157894737, 21.05263157894737, 20.63157894736842]"
"['23634', '23635', '23636', '23637', '23638']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[23.375, 25.2, 25.2, 25.045454545454543, 20.63157894736842]"
"['23639', '23640', '23641', '23642', '23643']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[31.200000000000003, 31.200000000000003, 32.0, 33.6, 33.6]"
"['23676', '23677', '23678', '23679', '23680', '23681']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[1.6875, 2.2, 2.2, 2.2, 1.6875, 1.6875]"
"['23685', '23686', '23687']","['PARSEERROR', 'PARSEERROR', 'SAT']","[3.642857142857143, 4.54054054054054, 4.666666666666667]"
"['23743', '23744']","['PARSEERROR', 'SAT']","[19.342105263157894, 19.342105263157894]"
"['23488', '23851', '23852', '23853', '23854']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[36.1, 27.52941176470588, 27.52941176470588, 21.5, 22.933333333333334]"
"['23858', '23859']","['PARSEERROR', 'SAT']","[24.0, 24.0]"
"['23891', '23892', '23893', '23894', '23895']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[22.666666666666668, 21.77777777777778, 21.77777777777778, 21.77777777777778, 22.666666666666668]"
"['23898', '23900', '23902', '23905', '23910', '23913', '23914', '23916', '23917', '23920', '23923', '23928', '23929', '23931', '23932', '23933', '23934', '23935']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[49.55072463768116, 51.45652173913044, 51.45652173913044, 49.77142857142857, 49.291666666666664, 48.1, 48.1, 48.1, 48.1, 47.91428571428571, 44.36363636363636, 44.54545454545455, 45.230769230769226, 43.3972602739726, 47.53787878787879, 46.0, 45.3134328358209, 43.2]"
"['23940', '23941']","['PARSEERROR', 'SAT']","[15.535714285714286, 15.0]"
"['23948', '23949', '23950']","['PARSEERROR', 'PARSEERROR', 'SAT']","[38.75925925925926, 38.75925925925926, 38.333333333333336]"
"['24003', '24004']","['PARSEERROR', 'SAT']","[19.0, 20.541666666666664]"
"['24014', '24015']","['PARSEERROR', 'UNSAT']","[27.6, 28.551724137931036]"
"['24042', '24043']","['PARSEERROR', 'SAT']","[16.0, 7.333333333333333]"
"['24049', '24050', '24051']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.875, 10.875, 14.0]"
"['24057', '24058']","['PARSEERROR', 'SAT']","[15.157894736842104, 15.157894736842104]"
"['24065', '24066']","['PARSEERROR', 'SAT']","[14.0, 14.0]"
"['24068', '24069', '24073']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.217391304347824, 22.181818181818183, 24.0]"
"['25505', '25569', '25570', '25571', '25573', '25574', '25575', '25607', '25609', '25761']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[31.008928571428573, 36.52892561983471, 31.008928571428573, 31.008928571428573, 31.008928571428573, 31.008928571428573, 31.008928571428573, 66.78260869565217, 66.78260869565217, 65.79629629629629]"
"['23510', '23519']","['PARSEERROR', 'SAT']","[19.5, 24.555555555555554]"
"['23745', '23749', '23750', '23752']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[20.09090909090909, 20.09090909090909, 20.09090909090909, 22.099999999999998]"
"['23755', '23758']","['PARSEERROR', 'SAT']","[29.041666666666664, 29.041666666666664]"
"['23780', '23784', '23785']","['PARSEERROR', 'PARSEERROR', 'SAT']","[31.5, 31.5, 31.68181818181818]"
"['23792', '23793']","['PARSEERROR', 'UNSAT']","[31.68181818181818, 31.68181818181818]"
"['23794', '23795']","['PARSEERROR', 'SAT']","[29.75, 33.54545454545455]"
