derivation_chain,status_chain,halstead_difficulty
"['pNy2PrkEmNAWEGtGk', 'AyQL9jTSEPs5HfE75', 'eN8TL73KkBjB962Cv', 'iMxi8mBnNyJRtu2BJ', 'DGsdQfaXFXpiFEn5D', 'GYZk3wmXZvw9ta2yP', 'dJSgRKT6AYPq2HrT4']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.357142857142858, 10.357142857142858, 10.357142857142858, 10.0, 9.642857142857142, 10.0, 10.0]"
"['2qo2nwpdjgq4Tzbj2', 'y8tsWfcN6cexQt99g']","['PARSEERROR', 'SAT']","[9.642857142857142, 10.0]"
"['64FgSkdGH7yGQrqCf', 'hb26PwJTqnfWCEuz4', 'ZQnsGrbNYADqAG4om']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.375, 13.125, 12.75]"
"['5uA6R5XCBAZLPyEAw', 'i7BXPXa8Mbs5XDzmF']","['PARSEERROR', 'SAT']","[16.65625, 17.0625]"
"['KAM5NSj37NpAmLcAr', 'Efk32yjLYSWALunfo', 'CvkuQZaxeHXh5xrJT']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.6875, 11.6875, 11.6875]"
"['xz6tNGEXGg2sMLFn9', 'NEhCKoBdrqx7uYAvQ', '7H7DHD4MSLY2EPSwW', 'RBJY4hMkBZ9KwDnf8', 'LQp6nLBJ2nWD47XaK']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.214285714285715, 10.214285714285715, 9.533333333333333, 10.607142857142858, 10.214285714285715]"
"['xwkuk5ubLyLNd84iw', 'Z5PFpHMkjihK9vzxg']","['PARSEERROR', 'UNSAT']","[9.285714285714286, 10.633333333333333]"
"['eZrx3Z6dLgN3uLa69', 'SX2wFzFCFDSHxxahR']","['PARSEERROR', 'SAT']","[8.307692307692308, 9.615384615384615]"
"['HCLi6LhiZQBL8isGj', '3AykaZDrPK7f7n7ms']","['PARSEERROR', 'UNSAT']","[10.214285714285715, 11.571428571428571]"
"['vC49aXmmTT3NEnRff', 'LnWRfmMvzWAmAzmMS', '588QRckDZDCRoXcRB', '9bRjZNaLrhpqNL9yQ', 'MiihBzeJkD5P3vMve']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.285714285714286, 9.642857142857142, 9.642857142857142, 13.0, 13.0]"
"['tWZCmo88JjY6DxXFj', '5Nhx9baCNLcj9xrSq', 'C7FSy9sYYBpyMZZSN', 'yqNKn6qu5sCbgQTYY']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.75, 13.125, 13.125, 13.125]"
"['sR7SW66aJW2fCm2oP', 'SfMB3jd85vRxmsfik']","['PARSEERROR', 'UNSAT']","[8.653846153846153, 9.0]"
"['yrK9LhHa9rLAKgcmF', 'J5ssjWFXoLqyxZevc', 'AjPzG7aH3r9Fs2tHK', 'w2zjQ7c8EdqWgn3HD', '6xg8eLfg95nb4uNq4', '9PW68r7ry6s6PYWts', '3NZW2YXJQC9RkFXKj', '9AZocnSnDGLSMtZzX']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.642857142857142, 9.642857142857142, 10.0, 10.0, 10.0, 9.333333333333334, 9.666666666666666, 10.633333333333333]"
"['veqtqpiPd9tgYPPZ8', '6XavzDLGu9oCFwGo8']","['PARSEERROR', 'SAT']","[16.333333333333336, 16.333333333333336]"
"['3Rf7eMcxDuhYY45rv', 'v6bK6XBFFcn6G9HeW']","['PARSEERROR', 'UNSAT']","[9.96875, 10.633333333333333]"
"['Zrfx5fwZota7vfWWx', 'mBvwjKbFrkMeJ8sTv']","['PARSEERROR', 'SAT']","[8.15625, 8.7]"
"['vbgQNCQuf8agY87T9', 'SAtZi6JR6rjaL86Pw']","['PARSEERROR', 'SAT']","[11.625, 12.400000000000002]"
"['ktf76DHPquGYs6qwK', 'HbaW57Zdt22cC72Ae', 'ZPYep4S3NBnhDqawN']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.035714285714286, 8.653846153846153, 9.0]"
"['bJxLkcydii9n9fpf4', 'EFZ8jT2jjykWEc8iT']","['PARSEERROR', 'SAT']","[10.0, 10.357142857142858]"
"['BBiAZHJMPyfYxpTZ4', 'p2zLe6tvR9fcTtjwe']","['PARSEERROR', 'UNSAT']","[14.466666666666669, 14.466666666666669]"
"['SSPRaBQMXQvbWkkz8', 't6ZdwSjCpsD6ZFJbY', 'NJMkiXqnX8t7Yx7oo']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.214285714285715, 10.214285714285715, 11.571428571428571]"
"['D3h8AbG83RWNPE5Lh', 'WuiTtS5AgXXRegxcw']","['PARSEERROR', 'SAT']","[14.0, 14.933333333333334]"
"['axW4eTgvaRpaw3pgB', 'drKqGMPcutQoBabCG']","['PARSEERROR', 'SAT']","[11.366666666666667, 11.34375]"
"['dtPWzr3EjNJSgiBWk', 'pvYrg8QC9prjDE73W', 'xrfwrvRADsA4ddSk9', '5wEad76HfmwsuFpR7']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.75, 13.125, 12.8, 12.8]"
"['vrzq6CgrJjxbFojFN', 'cDjavECh2odDQswMr']","['PARSEERROR', 'SAT']","[11.733333333333333, 12.400000000000002]"
"['EJGsQuaWYKiejLF3Q', 'T92N4knfKdhp3yQzR']","['PARSEERROR', 'SAT']","[12.0, 12.8]"
"['CJifpHmKkE4xZCKKq', 'STah34PmxeNBNbDK7']","['PARSEERROR', 'SAT']","[11.733333333333333, 12.8]"
"['9KLiYbenuC3o8ZtyB', 'kDWGTF3S4qeqorkdK']","['PARSEERROR', 'SAT']","[9.96875, 10.633333333333333]"
"['Gfod8RNqoFjeFcexA', 'X4cQMDZvZwg9LE42J', 'LtsSkfyvTnS8nRjWJ']","['PARSEERROR', 'PARSEERROR', 'SAT']","[13.125, 13.125, 13.125]"
"['YFhx48qvHFL9Hiq6j', 'WdKXZM7gvb2z2drse', 'ZBSxofhvmJynD6kzr']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.333333333333334, 10.333333333333334, 10.333333333333334]"
"['ybfZowidp2cB23LCE', 'PQqQ4KyZ8oRmxGobz']","['PARSEERROR', 'UNSAT']","[9.0, 9.642857142857142]"
"['CEpqL4W9QZsJBewDJ', 'iRZN3WZtxLoiCmLhw']","['PARSEERROR', 'SAT']","[11.0, 12.0]"
"['L7L3m3tnGB6haMNeK', 'TB7QwPT37LiouiAYL', 'vfij8ByLSofrNtEpX']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.392857142857144, 12.857142857142858, 13.464285714285715]"
"['nqJpa7qJ5qF2N35fk', 'Lbcja6hSjNmZAxhGy']","['PARSEERROR', 'UNSAT']","[13.928571428571429, 12.42857142857143]"
"['YXbZu2jjzSYoB9Q6c', 'w7avHREyW7mehvFDw']","['PARSEERROR', 'UNSAT']","[12.42857142857143, 12.42857142857143]"
"['ygrGFyziCRM5sNmz6', 'EdgmeWnjkgd7BGfXj']","['PARSEERROR', 'SAT']","[16.0, 16.941176470588236]"
"['vJSRLAQiPwegtNtau', 'rcCZKYp7pLJr6fjpa', 'e5oLoqfkt7xkCyYeb']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[13.0, 13.38235294117647, 13.125]"
"['Zs6T65bsPm3Lidiue', 'MeBMmzRzbG3fAMjvA']","['PARSEERROR', 'SAT']","[11.0, 11.6875]"
"['PEKXC7yc2fLsEzB5z', 'XgJPeBbsGCpfRixxQ']","['PARSEERROR', 'UNSAT']","[8.1, 8.678571428571429]"
"['6xAM6rayS8dDDjmyi', 'sX3NqikrH6hDvf5Jq']","['PARSEERROR', 'SAT']","[8.357142857142858, 9.285714285714286]"
"['PNrNJZBaPKF6cp2A6', '8oHEjGNQXvJCpBWbQ']","['PARSEERROR', 'UNSAT']","[8.357142857142858, 9.285714285714286]"
"['9Z66zKNRts2Qjgnhh', 'CniFwK52iS5RDjkPK']","['PARSEERROR', 'UNSAT']","[11.34375, 12.100000000000001]"
"['JYEA6i4pWnvdRXTSz', 'C4SNfBdhBZT2noLTQ', 'MF3BNBsphDRfbsbGM']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.0, 13.200000000000001, 12.100000000000001]"
"['EFhXovXgTRyjznMNG', 'bLzcecAkoApjdYXdG']","['PARSEERROR', 'SAT']","[13.200000000000001, 12.400000000000002]"
"['9iSSyrwvqNKdCsKnj', 'Dy2MLBTDSQMo8iHXM']","['PARSEERROR', 'SAT']","[6.769230769230769, 6.769230769230769]"
"['KjaPKJtcDeScp84KT', 'GJrasWPCg6gxMYNub']","['PARSEERROR', 'UNSAT']","[11.392857142857144, 12.42857142857143]"
"['j7Pa6mSCyDCSgyhyk', '4ZCJe29CpNyqvqKbc']","['PARSEERROR', 'UNSAT']","[11.366666666666667, 11.366666666666667]"
"['XQn9XngQuaatACLNG', 'zTJuZQQTya6TX3gGF']","['PARSEERROR', 'UNSAT']","[9.96875, 10.633333333333333]"
"['92jkeyfXA9sPjDYSs', 'K3ijt8rNqBorq5FTL']","['PARSEERROR', 'SAT']","[11.366666666666667, 11.733333333333333]"
"['tg9qDmYiRGuYtnCSB', 'LqA7M7QXEjrGdp6RB']","['PARSEERROR', 'UNSAT']","[10.607142857142858, 11.423076923076923]"
"['gC6dY8rsQkzqAR44o', '6GnZZYcB5fMEGu9rC', 'DQweAvXdEL3nxJvGg']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.230769230769232, 9.230769230769232, 9.230769230769232]"
"['pdaBY5ydyGuqERZTb', 'TSDpTpp6zHpyv3YHb']","['PARSEERROR', 'SAT']","[12.923076923076923, 12.923076923076923]"
"['oM8qKZD9tHt9M3C7C', 'rj6osdHcZgvotnqt6']","['PARSEERROR', 'SAT']","[14.999999999999998, 16.5]"
"['PiFZYq8f9bafqQPdZ', 'XpvzBTAZgaYMiioJA', 'djjKu5PKM6gKFoGDs', 'H6k7xnbDP5oBse6q3']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.100000000000001, 12.100000000000001, 13.6, 12.100000000000001]"
"['cc3mLakYcFw6Pmdbz', '5o9YGSunBzEJoF8dR']","['PARSEERROR', 'UNSAT']","[12.375, 13.200000000000001]"
"['JDurCckAxXA5sDDTt', '7h7kr8x82G4mokKxz']","['PARSEERROR', 'UNSAT']","[9.0625, 9.666666666666666]"
"['ybfE3rJGcc6y26C6X', 'jbdX52wTkfpFWhssd']","['PARSEERROR', 'UNSAT']","[16.058823529411764, 15.294117647058824]"
"['RmZ82xYdAhMM6KFbP', 'oeoRsvXckfjQDnXcr']","['PARSEERROR', 'UNSAT']","[13.058823529411764, 13.5]"
"['Y4xo53a9PFTiEdpr3', '7mLckaJnEdwmpnXbD', 'Jh29ybhuYdrd4GhJ7']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.642857142857142, 9.642857142857142, 9.642857142857142]"
"['FYBiZhDDG67gxMb4f', 'AngG4RJCPYrN4n4kr']","['PARSEERROR', 'UNSAT']","[15.0, 13.875]"
"['D3pzfjTC6BoRuRDK7', 'ANwddiR8YPPDtdLGQ', '3bAJmTb2B4eggoPFt', 'ptnHpF7X6MrfGQsCa', 'dT6hjL67dJsq6bqNu', 'wmdzMm6mveST82tuZ', 'yQftF6azXv9tFnd6a', 'Xiapfgy5DYWk8uDHo', 'a83bmSC63ScNMmwXq', 'xNH56XGmniMGCBWF2', 'Pp9AbALuSKsmBFgz2']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[11.733333333333333, 11.733333333333333, 12.400000000000002, 11.366666666666667, 11.0, 10.633333333333333, 10.633333333333333, 9.666666666666666, 9.666666666666666, 11.0, 12.0]"
"['u7CN7HHhMWa8DhCRZ', 'RFJYZ4dkZZ5ux5RMK', 'myBF7jBdjrGjo2fqh', 'SdTsv3y9qeLsLJqkt']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.0, 12.0, 9.9, 10.607142857142858]"
"['3rSYby6QBfbjGCcL7', 'fCGNkvY9yY86GhgYb']","['PARSEERROR', 'SAT']","[9.0, 9.642857142857142]"
"['sC26dNsJBn8poS8zx', 'xYWcuDEkx8hHHSKPo']","['PARSEERROR', 'UNSAT']","[8.035714285714286, 8.653846153846153]"
"['wGD63jG9e5bp7tw44', 'ksyo5TYpEizh7eRWz']","['PARSEERROR', 'UNSAT']","[10.357142857142858, 10.357142857142858]"
"['t7J3yfBiHkqLiHjTc', '3Xb2KZRXD8nRywgCk']","['PARSEERROR', 'SAT']","[12.857142857142858, 12.857142857142858]"
"['pCcQ9mh2QBRcPiWSv', 'MpT4Mjwz4GJyNoHiP', 'ZTzyJjqq7vjAyJCa8']","['PARSEERROR', 'PARSEERROR', 'SAT']","[30.588235294117645, 24.35294117647059, 12.0]"
"['8GFufCHfPmW7rhR48', 'mur2oAsmCNXmGvvEt', 'aLSAXup2Ryn29JdDF', 'cNi3Dx7dnBckMxxKo', '246ZQBi2hZ4uumueo', 'AThopLXmKpwhJKtKh', 'Fxw4GyxBZ3xKrEmxZ', 'BfbFh8Pk6ZoREyjpE', 'PFudj3PX2ZoZkz7MC', 'qJJ9TFsBXwLAmM2cP', 'jHR2FaGojZgTgyaPw', 'ZtqMwgbwef5g5Fo7K', 'zmDAToF2Hq6QWEeYk']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[13.875, 13.875, 11.0, 11.0, 11.0, 11.0, 11.0, 12.466666666666667, 12.466666666666667, 12.466666666666667, 11.0, 11.0, 10.0]"
"['wF2xead6b27nNXHKh', 'pQ2STGfTKBCiDZmgd']","['PARSEERROR', 'SAT']","[10.875, 11.6]"
"['sysB9hpDe8psH637C', 'sgMomEfTCfM6uZjys', 'znw68Woie5StjraJM', 'abytRDFuT7MT5hEwG']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[16.973684210526315, 16.973684210526315, 16.973684210526315, 16.973684210526315]"
"['zxFKSbYbS6rJttvSf', 'pAQ4QTqMeukbdK65t']","['PARSEERROR', 'SAT']","[14.026315789473685, 14.805555555555555]"
"['biDbo2DWbhnBR6XWs', 'mwyHTZBmQxcBt9WyD']","['PARSEERROR', 'SAT']","[11.970588235294116, 12.71875]"
"['JXDHabFraQpfgdzdK', 'E52GL6Mpye4ifK6Hu', 'PWJsLzyBEj9voNWZu']","['PARSEERROR', 'PARSEERROR', 'SAT']","[13.0, 13.928571428571429, 9.642857142857142]"
"['5qdMsx2mc3fZDYxdG', '8pkkKZZZXg5ekzDd6', 'nW9LMduJbWuvbWSAy']","['PARSEERROR', 'PARSEERROR', 'SAT']","[13.928571428571429, 12.42857142857143, 10.607142857142858]"
"['MGZHATumNDtMzpoQd', 'uFaPZNdNfpX26qWgg', '9BWREkTPGEDhuR3PQ']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.214285714285715, 11.6, 11.6]"
"['HLZSKvD9MXuwq9FqX', 'kX6LqsZK9zZQtRf56']","['PARSEERROR', 'SAT']","[9.533333333333333, 11.6]"
"['DkdWDo3QhDQnCGSGu', 'iYFZefocvkYYQZnTr']","['PARSEERROR', 'SAT']","[9.96875, 10.4]"
"['wnCCoqYzMm3AMyMZz', 'D3bcBvdES82qK5vRQ', 'YqvpLA82rNRp5FtSo']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.928571428571429, 8.928571428571429, 9.230769230769232]"
"['i4XRgAq6hWb7d7QfB', 'XNm5WuH9j4YLo9Ehn']","['PARSEERROR', 'SAT']","[10.714285714285715, 10.576923076923077]"
"['4peJicMobBxufz4N3', '5YBRBNPKiWX7JGBwM']","['PARSEERROR', 'SAT']","[10.0, 10.333333333333334]"
"['tTAWTut8xdQy9MGXK', 'Fw3AhYFyXCzHLTS3M']","['PARSEERROR', 'UNSAT']","[11.366666666666667, 11.366666666666667]"
"['FmbNjgXzPzbLbpfuM', 'HErrHdnPWhLNmctwA']","['PARSEERROR', 'UNSAT']","[9.382352941176471, 10.633333333333333]"
"['c4ZXED8WkK7ij446y', 'PKNh8RXBhJ3G4w6kW']","['PARSEERROR', 'SAT']","[9.96875, 10.633333333333333]"
"['HHhTebJPPpDH2ExZb', 'dLxhGn4rhaQTEjHC5']","['PARSEERROR', 'UNSAT']","[14.147058823529411, 15.03125]"
"['LTqjX2MHgsu8tu8Zm', '4qZRGkBMJhKiY95sk', 'skWwyR5MH5LdDNhgf']","['PARSEERROR', 'PARSEERROR', 'SAT']","[17.916666666666668, 18.970588235294116, 18.970588235294116]"
"['C6WDSaicQJTuGYFBo', 'Sr5Rh7Zpz9Rs9do4X']","['PARSEERROR', 'UNSAT']","[14.842105263157896, 13.125]"
"['eri84zhpRKeb93Ywr', '3fkprfSKL4fGCqtRM']","['PARSEERROR', 'SAT']","[18.11764705882353, 18.11764705882353]"
"['5qSq6ow7zSyGyYggK', '5GyHNp4goNmzNaefd', 'jp5vTGdGoD8ti7hFv', 'xLoCt4aZ9ag4utBj2', 'THTyGqwBbmbbi2aGY']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[30.694444444444446, 28.88888888888889, 21.07142857142857, 22.125, 22.125]"
"['iZykkcYbFjDz76jpp', 'SrtYDFtro4LeatuDz']","['PARSEERROR', 'UNSAT']","[9.6875, 10.333333333333334]"
"['62rnCbNJ34F57zEqx', 'BKfPeihPvjsPwvT6d', 'XvTv3b3Tzcmrtiy4j']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.875, 11.6, 11.366666666666667]"
"['uyfpZYnnSkAuugZmo', 'v78FJJQBLj3otZvAn']","['PARSEERROR', 'SAT']","[10.875, 11.6]"
"['3dgNxwQsJwbYYoTja', 'C8QwtveZ8S3iboy7M']","['PARSEERROR', 'SAT']","[13.0, 13.0]"
"['CEpqL4W9QZsJBewDJ', 'iRZN3WZtxLoiCmLhw']","['PARSEERROR', 'SAT']","[11.0, 12.0]"
"['L7L3m3tnGB6haMNeK', 'TB7QwPT37LiouiAYL', 'vfij8ByLSofrNtEpX']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.392857142857144, 12.857142857142858, 13.464285714285715]"
"['nqJpa7qJ5qF2N35fk', 'Lbcja6hSjNmZAxhGy']","['PARSEERROR', 'UNSAT']","[13.928571428571429, 12.42857142857143]"
"['YXbZu2jjzSYoB9Q6c', 'w7avHREyW7mehvFDw']","['PARSEERROR', 'UNSAT']","[12.42857142857143, 12.42857142857143]"
"['g8eoZQmAnBcwa2HMN', 'smufbMJNYhniybtED']","['PARSEERROR', 'SAT']","[9.666666666666666, 10.357142857142858]"
"['3P549LpLY6v24YyPb', 'JQQT3hzXhy2hcwEAC', 'apQ36Lt6266QeurCn']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.0, 9.666666666666666, 10.357142857142858]"
"['sohcFas5CDLhgFvoC', 'XreyjohsC46eAdPCo']","['PARSEERROR', 'SAT']","[10.0, 10.357142857142858]"
"['qQ4quTMkgnuyRceFx', 'ugNsu4RjtSxfZgWd7', 'u4FW6Dsy6NYKEutzK']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.0, 10.0, 10.357142857142858]"
"['gNe2zCf3gkR8NN7Hw', 'vDJEjzpRumKc6a5Et']","['PARSEERROR', 'UNSAT']","[10.333333333333334, 10.333333333333334]"
"['Gtr8Y8YxsQPwifgX6', 'fdJkEfdZCsZKWMChQ', 'noCzdf7vtjZCP78Nx']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.266666666666667, 9.9, 9.666666666666666]"
"['d8jab833cafNHwCqd', 'D99kWaidEjTpTiHY6', 'L26KMShFHFqg9mwg5', 'KmRPhGmfQS4rMWqv4', 'kirBJLX5fPWcRuALv']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[13.875, 13.875, 13.875, 13.875, 13.875]"
"['Beqn2bpzCB25Maggu', 'ZCKFrqpWLJzPo5rAX', 'C7S7ECMTHxtys4iCx', 'oQDxwqbFdSpCNHAzj', 'tj6qcapMAfzddifC2']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.821428571428571, 13.0, 9.615384615384615, 9.615384615384615, 9.230769230769232]"
"['7Dtk2DQbDsErHuqi5', 'cKdWQ4Qds5YyuJDiB']","['PARSEERROR', 'SAT']","[9.821428571428571, 9.428571428571429]"
"['xRogauytKWfYCFSQF', 'cFgXHNwFYNJsBdreA']","['PARSEERROR', 'UNSAT']","[7.142857142857143, 7.6923076923076925]"
"['fDzvvkbkfqzfepukS', 'n3rNtC49YyEQ9hXSP']","['PARSEERROR', 'UNSAT']","[8.035714285714286, 8.653846153846153]"
"['736QYFt96MGAZ2m75', 'BAGy8R36mgDj5BBXE', 'grXNcysw9DfPpevsF']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.653846153846153, 8.653846153846153, 8.653846153846153]"
"['EsGAoRMTK46YjrAbM', 'JWpp2k3KuYnrtsbiu']","['PARSEERROR', 'UNSAT']","[11.34375, 12.100000000000001]"
"['ELJgryyBBYoazs4em', 'YQMPECtZM7PyCjwxA', 'Cbed48BNhNSH2KtrS']","['PARSEERROR', 'PARSEERROR', 'SAT']","[14.466666666666669, 14.466666666666669, 14.466666666666669]"
"['7LH9oRpugJqtReHDT', 's9mErvX7ASQv2vwhi']","['PARSEERROR', 'UNSAT']","[11.392857142857144, 11.392857142857144]"
"['sYdbLXbx7h6aFHeR9', 'YZ9HQF2PWRL4APA5H', 'kngCJjQ4KXAkpuirL', 'qALZh25H2y9DiaL7c', 'urBFG4xy3sPWstqFX']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.214285714285715, 11.571428571428571, 11.571428571428571, 11.571428571428571, 11.571428571428571]"
"['nDmYuDKgJsoZN3FJb', 'Jn6yYAdE4iuBNZdC2', 'P8suiWqYHb8cCPfPc', 'R8FMX8uA6QmqbxeYs', 'ZNHXsckdqjxmccGmG', 'TJPFX39rJiqdNG3nu', '6m2JbaMPfBYTpuWHZ', 'q7tBDXt7EqTNmpvCD', 'bDqLWiXZnjKnCnDjv']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[15.166666666666668, 15.166666666666668, 16.333333333333336, 14.733333333333333, 15.166666666666668, 15.166666666666668, 14.733333333333333, 14.733333333333333, 15.321428571428571]"
"['toAjjiHKT6hnT8Ta2', 'GxRhL6WGmyneqoYqP', 'Ymd3MGeqB6iF7yEZz']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.3125, 11.0, 11.785714285714285]"
"['e2LbdH8fpXiXJnPLX', 'nYLTQ2Xctv6etWTuD']","['PARSEERROR', 'UNSAT']","[8.571428571428571, 8.571428571428571]"
"['m5aaCJtNbDh8qgFKv', 'gGrQS38hDmcS7mK6t', '4b8n5YqTxZch7LM53', 'LDLBELEHjMHzxwvsS']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.0, 9.0, 9.0, 9.642857142857142]"
"['fAxhnFdBYBzGsf8CS', 'Wr3qAGFq6be9ADegB', 'fcfwXQZvzzHSaYYzi', 'tRJ4nX3rfYXG36iM6']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.607142857142858, 10.607142857142858, 10.607142857142858, 11.571428571428571]"
"['BeeWWMbTB753HE2Gv', 'or4PLZFae6hcLfjxS', 'BrgNMBbEKmovvA5nC', 'FZy5o3PPHuseuM5F4', 'QBeKCGCeSXrYNtJ7d', 'QeXFoY9uQ6SqZ39jL', 'rhokQSurG8XytpSKD', 'GQRCT6xvBxqdsFPFX']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[12.0, 13.464285714285715, 13.464285714285715, 13.464285714285715, 13.464285714285715, 13.464285714285715, 13.464285714285715, 10.607142857142858]"
"['smTazb79XTHbSbC3P', 'JgtfNa8M98ZrLRcN6', 'KtPSuDx5CZNHKgXCb', 'GKfeH4EszLY3csFrF', '5DazWKN65JHwRLG7D']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.0, 10.214285714285715, 10.214285714285715, 9.0, 10.214285714285715]"
"['Bk8ufqkv87eTSxWak', 'wdh4bhP8qZifSwNXn', 'puJGcSy2p5gDjY7Yp', 'kzwFm3estYkuy79J4']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.214285714285715, 10.214285714285715, 10.214285714285715, 10.214285714285715]"
"['ujJThhbiAxb5ffSAX', '6aKt7SBHtuFp8aqWE', '3K3S2vobDw7Zrqw2k', 'pvBSYGZPwH5uRwAGY']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.65625, 10.65625, 11.366666666666667, 11.366666666666667]"
"['f5Bv6bKbqZypY47Pq', 'prn4tFj6dNSnWo8fk', 'FXnxMmQ4dvCHocJBr', 'mW9NivESewSKg4GZz', 'PsmdFafqqWZ4unxAa']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[11.625, 11.625, 11.625, 12.400000000000002, 11.366666666666667]"
"['HeHYeqyHKBZhD54GG', 't88HJqhETd6PhYcn2']","['PARSEERROR', 'UNSAT']","[12.0, 12.8]"
"['euMsoXFKCtjsd4q8D', 'Ao5hJco8fw64f89iS']","['PARSEERROR', 'UNSAT']","[11.366666666666667, 11.733333333333333]"
"['Pphn9jmmDGJuSrihK', 'zwNkfAxxkL5LPfQp8']","['PARSEERROR', 'SAT']","[12.75, 13.125]"
"['qteADhs5b4iyHD6j4', 'JzedpADYsPjbYBXrK', 'icScxgKjJ3TunoFmg', 'MWNqdCXpr8p7EDmjr']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[13.76470588235294, 15.235294117647058, 15.3125, 14.875]"
"['LYd83PLcD2ipi2e7c', 'xWE9DLvbqNwgx2oNY', 'o8ta9Lztgbb97JYk6', 'xcrKoqC68rafdWnw9', 'Agm8uoDAidsAddDPd', '32gCdczfsMTJGy5Bc', 'oktKdpS6hrxhQd87z']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[21.09090909090909, 21.09090909090909, 22.095238095238095, 22.095238095238095, 22.095238095238095, 22.095238095238095, 23.2]"
"['Se4SXMJTZZJbfMMyR', 'aikBChd79qGjkCf4L', 'BpFv8aKszzqDnjJLF']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.529411764705882, 9.0625, 9.666666666666666]"
"['RqTyJqyK6ccgNHAup', '6629qKSBcoDj6iffh', 'spB5iEKy2CehxYyH2']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.533333333333333, 10.214285714285715, 9.666666666666666]"
