id,parseerror_fix_steps,unsat_to_sat_steps
9W2RYRvQAbCc5T2dt,[],[]
94GoSD5XiBQEQWBtZ,"[1, 1, 1, 1, 1]","[1, 3, 1, 1, 4, 2]"
WWwKBNsriZ5RzFh7Z,[],[]
QCgyKom6Xdz8JqrDH,"[2, 1]","[3, 1]"
pRxJGRpyzPAsYiELy,"[1, 1, 2, 2, 2, 3, 7]","[5, 1]"
AQ6mb648PQNsHFCKt,"[1, 2, 2, 2, 1, 3, 1]","[6, 1, 1, 1, 1, 1, 2]"
M9JHbzAgLM8D8FBEn,[],[]
G8pYtzWYcBDHdjjPt,"[1, 1, 1, 2, 2]","[1, 1, 1, 3, 1, 1, 5, 1, 3, 1]"
WMC5cTmiXRuTgReMK,"[1, 3]","[5, 1]"
v2Ly7JzwExJx7wXM3,"[5, 1, 4, 6]","[15, 9, 1]"
xaXL9D67ZiKM633yZ,[],[]
CWbDiMnQmFyDyDnWh,"[1, 3, 1, 10, 4, 1, 1, 1, 1, 2, 1, 1]","[8, 5, 1, 21, 19, 8, 2, 1, 1, 3, 2, 1]"
nnt9NSEpyje6mCcDG,"[1, 1, 1, 1]","[3, 1, 3, 1, 2, 3, 1]"
QLvKWquRHwnSr3KTw,"[1, 1, 2, 1, 1, 4, 1, 1]","[8, 5, 2, 2, 1, 1, 1]"
yHJNs44NC64ddQAno,[],[]
ASrcLLgfAwnHtJh88,"[2, 1, 1, 1, 1, 10, 1, 8]","[11, 9, 6, 3, 1, 1, 23, 12, 9]"
DH3YmuTazQPt8vjk5,[],[1]
vbEH3HJMbDhqYXmGm,[],[]
da2ABwet8h7ru5kjn,"[3, 1, 1]","[1, 3, 1, 1]"
ELh2tgisM2qWH3HWx,[],[]
boGJwZpqwoPLa4NAn,[],[]
CdbhRpE8XJ8DYuBCt,[],[1]
noSrpMyRB5vbwHJww,[],[]
Hnn97xSh9N6nD2GN8,"[5, 1, 2, 1, 3, 1, 1, 5, 1]","[1, 1, 2, 1, 1, 2, 6]"
GudKWTmqRBKgfy7im,[2],[1]
ciRf4igqLGScPWtJX,"[6, 2, 10, 5, 1, 1]","[7, 19, 6, 1]"
wTEmL9WSHD5cLntnS,"[1, 2, 2, 1, 6, 1]","[1, 3, 1, 6, 1, 1, 1, 7]"
D9fmJKMkoHjRQXMog,[1],"[10, 1]"
rJGvAXSKLHuTNmPYZ,[1],"[1, 1, 1, 1]"
fLh48bj74ZR5ipdro,"[1, 3, 2, 1]","[1, 1, 1, 10, 6, 1, 1]"
ufZ5mthgkMRTKQNaY,"[3, 1, 1, 3, 1, 2, 1, 3, 1, 2, 1, 2]","[2, 1, 3, 1, 4, 1, 1, 4, 2, 3, 2]"
s2n9TGS2dWrsvh9Hx,[],[]
phGjsxd7tTEmScQdp,"[4, 2, 1]","[5, 2]"
TYrmwX9AvsC2Sk5eZ,"[1, 2, 2]","[10, 7, 1, 1]"
mBM4d4Ryjt53wXEEJ,[],[]
bKTTTvLB6rWwFaemb,[],[]
s4oeqhhYxo95wzdim,[2],[3]
mzsCp4SYiFzfAoep9,[],[]
oGLnoJqcMp9xbebh8,[1],[]
uQzXZpZhuea5jkuQt,[],[]
JSrAcQgSMfcif9HKB,[],[]
b4iqp5PBXb6q8N64D,[],[]
tMBLDhtK8Y3Mo2x47,[],[]
QzY55T5xP8JbaXEaY,[],[]
SrWEeBTd66nAxjSaC,"[1, 1]",[1]
7JbWPpTZQonwhqbwc,[],[]
q7QmJf9uLS3NtiED6,[],[]
kgonBzPXS2Bn98ELB,[],[]
ioGJNuZdfj6QotH6E,"[1, 3, 4]","[1, 9, 5]"
XXtP59jThbfWjcjWZ,[],[]
TB8kh44erYpMLeYgs,"[3, 1]",[1]
GzgWiEcnWydpPevia,"[7, 4, 1]",[]
de9sHFGLiH2LcmoB5,[],[]
H9zrPc5JCQgWuSxRD,[],[]
BEqgwHwNNgTqMrrx4,[],[]
2g7kFa3PuxKWmCWp2,[],[]
8okLoy3yq3CBqhkZH,[4],[]
fkrCTQY3NcwuoAQcB,[],[]
zziKDgMCHKrfAn6ci,"[2, 1, 1, 2]","[3, 1, 1]"
gLT8JpCXfqyfpxuHD,[],[]
HJzNwiesNXnwX5FAQ,[],[]
LYc3zfKMB3pTDC8Wh,[],[]
gzmDmvFy76TQAeHfY,[1],[1]
NNgcJonp3wxmX3YXE,[],[]
f8eNqbES83mNemabL,[],"[1, 1, 1]"
uD3NfSPoXJ2xzcidp,[],[]
TZYNA6qQE2FqE8pWD,[4],[]
ZY9SDTjjackPvjqk7,"[2, 1, 1, 2]","[1, 2, 1]"
t4MY45FWpt7KMR2pJ,"[1, 1, 3]","[1, 2]"
9ZnhrcdQRn3kzBDqj,[],"[1, 1]"
PESZmyA7ix4RxCNGr,[],[]
XmtYDpt2suL8ou4YQ,"[1, 1, 5]","[5, 1, 1]"
JHFTSKohRPCAhdNyx,"[1, 1, 7, 2, 1, 1, 2]","[2, 8]"
gAMFjdjyJpz5oGHxN,[2],[1]
3oovkC58JwJhtdiiA,"[1, 1, 1]","[2, 4, 2]"
ja7ugWkhx7PidNzpC,[],[]
G3xRS3SxkPwwJt6b9,[],[]
J5Qpzr7RgaaGz6L97,"[1, 1]","[1, 2]"
o2vvJBSYSBwFG93da,[],[]
Q97SqaZhLvtTXE9SX,"[1, 1, 1, 1, 6, 1, 2, 1]","[1, 2, 9, 7, 3]"
KuGGzmSd23DBci2Pe,[1],"[1, 1]"
FaAzheEMEjfrfmRaJ,"[1, 1]","[1, 4, 1]"
wn5xC76EZRKrgtX84,[],[]
Mkxt4xMQKp7bi4D4J,[],[]
yPAa2chXt8g6dEcMj,[],[]
dfapekEtnJCDbokJ8,[],[]
HkHcxmuwdsjGFyyfn,[],[]
RyftPe728gN9LZ82f,[],[]
LdAABbbWc3JoCZ8vN,[],[]
N4Gkwg99SpbpaJrqS,[],[]
w47cmERFC8Z9F443H,"[1, 2, 7]","[1, 1]"
F66EnuCxru5R5vEGx,[],[]
4EqAsNMY3BKtYKXLc,"[7, 1]","[1, 1, 1, 8, 2, 1, 1]"
aqNgD3zzEzmpYigx3,[],[]
XRLC6e8bWysRenJC7,"[1, 1]","[1, 5, 3, 1, 1]"
CZsYGBfhuJt5zEBFR,"[4, 2, 1]","[1, 1]"
tWdrNjYqaNxb6PMGA,"[4, 3]","[1, 12, 7, 1, 1]"
W24mQphimwTZbEfmH,[],[]
6FPibhhknjPKQkXuK,[],[]
8K4ZndhPoRtCy9M84,[],[]
9ATEjr7qK9M9ixJxN,[],[]
3rfpY59xJk44TFjpk,[],[]
mk5AxQYbEse6jJgvo,[],[1]
FeSYF8bM2FkJaNcGd,[],[]
zenSN6hBWwnbX5kmy,[],[]
R7v8k3BLFkSj45zxw,[],[]
SpZdNQyx7oCRKvqca,[],[]
EfBeyyoxbcr4sxMrT,"[1, 1, 2, 2, 2]","[1, 3, 1]"
emTw6CaPruaAhgKd3,[],[]
L5XNePkqZ9DKxP6dN,[1],[1]
fH5PGeYZJax2LbHj8,[],[]
AHJ4Q6WP79j6uQgJH,"[15, 3]","[1, 18, 1]"
uQ9NdgfufMBuwAZjv,[],[]
Ppy7AQ7JjzGAqLb5q,[],[]
x4CD5anXbiF5huE25,[],[1]
zRymNBdH5F2DEpJJt,[],[]
Mwncyj4ReKjBpSE8C,[2],"[1, 1]"
qxCPdKSGdgy8KWsd9,"[3, 2]","[1, 1, 4, 1, 1]"
LZxsgyoQwR3KBPZmp,[],[]
EYRbhPnvoDmzvXgHw,"[1, 5]","[1, 8, 6]"
Bi5HbvPTTeHN9Enza,[],[]
7ZZxNEyQ2akd5EWmP,[],[]
AfGAfaoYm5TWRFNbq,"[2, 4, 3, 1]","[1, 3, 4]"
RDu5yptBvFjjmWQMm,"[1, 1, 1, 2, 1, 5, 2, 3, 1, 5, 1]","[3, 1, 1, 1, 3, 1]"
cHtj4A3K7HtRerZqp,[],[]
8GMHAs8zr4HQ4EniS,"[1, 1, 1, 1]","[1, 1, 2, 3, 1, 1]"
RgqFxoAvf4EXmf4i6,[1],[1]
u2zPo7hsqKQ2FES5c,[],[1]
GrRYMyFYQs9muHjAm,[3],[1]
La6kemfQQ8Kafj6h5,[],[]
dttMLuiDrDqLFhdAk,[1],[1]
ePqJZhsEoonBK3mBr,[],[]
KuHS9CgxYtfqXFmTk,"[1, 2, 3]","[1, 3]"
HNPJFKpXFJjDT4K4s,"[1, 1, 2, 1]","[1, 3, 1, 2, 1]"
egRf6HpjpDT8XzHQb,[],[]
YpPiC6H2F3hqSgcKQ,[],[]
qkyPLdpTQKjSRsLCZ,[],[]
N38PR8RJxKptrvQzg,"[6, 1]","[9, 2]"
n33acXBJKduw3Rxfn,[1],[]
R9DmT3GpETsNyeumb,[1],"[1, 1]"
KsX6w7eGrHZMP6JiJ,"[1, 1, 1, 1, 7, 4, 4]","[1, 8, 4, 2, 3, 1, 8, 1]"
SNqzzKjeeXPDQtmQt,"[1, 1, 1, 5, 1]","[6, 4, 2]"
3TKeaiMihFv47beSx,[],[]
FMhR8Ax9hL4wcqARp,[],[]
bWdr4cHysvtA4LewG,[],[]
C7GYaBECvBdRabjJH,[],[]
fKiNSdPSo4kNafMt2,[],[]
YpTjDLTftJqPJKzam,"[1, 1, 6, 7, 4, 4, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 9, 3, 1, 6, 1, 1, 1, 1, 3]","[3, 1, 1, 7, 16, 11, 8, 1, 1, 1, 19, 15, 13, 10, 1, 1, 2, 1, 1, 1]"
bTkPs89C4NBzhNcmq,[1],"[1, 1, 2]"
NKBLQsgEuoYvNi6qL,[],[]
W9vGWBLAPYfmFGCTK,[],"[1, 1]"
sEer8zPoSqMcgDJax,[],[]
C5XfXRyAXwAkqaP4N,[],[]
3ugJsKfApjjsTJAvc,[],[]
FxohWsGpiFRnfR98Q,"[2, 2, 6, 1, 2, 2, 10, 1, 2, 1, 1]","[1, 1, 1, 3, 1, 7, 3, 11]"
sPA4XmjgnreK2No9t,[],[]
bB7yQ4bRm873qCJ48,[],[]
Ce565RxegweWJqE9Z,[],[]
FHGAm5Ttf4FrPp7eY,"[1, 1, 1]","[4, 1, 1, 2, 1, 1]"
T2H5kiro5NKEgPPaz,"[2, 1, 1, 1, 1]","[4, 1, 2, 3, 1, 3, 1, 1, 1]"
tPN8zvofi3dfGRzgi,[],[]
FezY6EbMwXs7ZuPNG,[],[]
er5nmqEvEcmpCswDA,[],[]
8Zo7GwHswtrQsLjhT,[],[]
Nq9WPa53YYpPQGS8W,[],[]
duoLYjpX4NzvcR9sK,[],[]
KxxGej9ossNnKqA3v,[],[]
895giN4W2m8Scerqw,[],[]
ejEfW2p7JhJyvyn5u,[],[]
yGN5wSLisLYHAkQpn,[],[]
yabKihw7S25c7hRJq,[],[]
3atwzQox35bjFqTBx,[],[]
wufZBCiGF2bivHRcP,"[1, 1]","[5, 1, 1, 1, 1, 1, 1, 1]"
py6AznWsPjgN4WqfZ,[],[]
MdhKLQwaEohgngcwh,[],[]
MEfj5qqtba3erABHB,[],[]
vCk2FiNkSvuyYzFmd,[1],"[1, 1]"
Ryi9s7WM8kfDQTXFk,[],[]
FHYzqYSJXSd7dviJg,"[4, 3, 2, 2, 1, 2]","[3, 3]"
ZYzMFCnef7CHpPdSZ,"[3, 1, 1, 1, 1, 1]","[8, 4, 2, 1, 1, 1]"
rz9sQDcHn4krHD232,[],[]
frhFTSsF43qiSmo4i,[],[]
4xweAsNtJevMobQWN,"[1, 1, 1, 1, 3, 1, 5, 4, 1, 1, 1]","[1, 2, 3, 1, 1, 1, 1, 1, 1, 1]"
vMRxEcBWvhWyTz4w5,[],[]
3DqbjyaBqMjZioNzg,[],[]
NLzwvQRBbcNvNQvwH,"[2, 4, 2, 1, 2, 1]","[13, 10, 3, 1, 1, 1, 1]"
v8YhXZNb6ehgvgqKf,[],[]
7NKamHYSchZiPxLnc,[],[]
X8zr3aruXg2TC7mPM,"[1, 1, 1, 1, 2, 3, 1, 5, 1, 1, 3, 1, 2, 1, 1, 4, 2, 3, 2, 2, 1, 3, 3, 2, 1, 4, 1, 4]","[1, 1, 1, 2, 1, 1, 4, 3, 8, 3]"
y67s4Kovxozyxn4vZ,[1],"[1, 1, 1]"
ZSp8miyc6t62DY498,"[1, 1, 1, 5, 1, 1, 1, 6, 6, 1, 2, 1, 6, 9, 4, 1, 1, 1, 2]","[6, 4, 2, 7, 3, 1, 7, 1, 1, 1]"
ri9J3CYad3wwSHMnE,[],[]
DeFBkEWfMv2e6vpLG,[2],[1]
CHX6Jixmi3A3bnuLR,"[2, 9, 1]","[8, 1, 1, 1, 1]"
LpWrwk2fvHgCa2Kwu,"[1, 2]","[6, 1, 3]"
ZoFAWkxytfAfw8uWp,[],[]
SkJMqeqQ5iGLZgWdj,[],[]
35Luy37N7rNxMpX8d,"[1, 1, 1]","[2, 1, 5, 2]"
bxYyoLTavuG6pkumA,[1],"[1, 1]"
TFbgPGccEHQF7YnjB,[],[]
Q6XJmowd5NdcbAfCQ,[],[]
9KYr5ZC77L5s4KhdY,"[3, 1]",[]
gfwfJiRkHCBaGFA2H,[],[]
nJLRnQhKjicegebun,[],[]
v2CPf4Wy6uZALefct,[],[]
3A4im7j9ZTeHhybQ6,[],[]
fAjfhZz3jgsgNMBSW,[],[]
rLJu5rm69LzDjFbAw,[],[]
M9v33iy7LYKmwygDq,[],[]
W5Rr5ju9tJsAYKCvk,[],[]
YpWoHvFbDSWGadjwY,[],[]
5EQgTMG3wHZo56XWr,[],[]
X3d8GYY5PoW34dJ86,[],[]
r84sAZeRBCZGcBQ3C,"[3, 1]","[1, 7, 3, 1]"
PsFdBLeW8Jg39mrsX,[],[]
Q7ka65n5yJXCztspH,[],[]
JD7MjYi4q2om8feTe,[],[]
GdXK8Fx7EdWzeFmf3,"[1, 4, 4, 6, 2, 2, 8, 1]","[3, 1, 17, 12, 3, 1, 11, 2]"
JDYJZnBLeZBjEuE3y,[],[]
4rRLKfHRMn8fLzDGT,[],[]
4xBQiNr32D3i84Res,[],[]
QDuXMHGQgjXJJZSFy,[],[]
6QXcJ4mJJA5nhSibb,"[5, 2, 1, 1, 1, 1, 1, 2]","[6, 2, 1, 1, 3, 1]"
zZrFoXk24g8YD6yZ9,"[1, 1, 1]","[1, 5, 1, 1]"
obvAH93zmHPvpCkQh,[],[]
YCJn3C9CDDNG5Pcgu,[],[1]
aKGGwbxPkLdSZxPrH,[],[]
oF29CAEHT9CaZXTxp,[],[]
jGjtQ25Fq8yPp6Cmz,[],[]
MLMwjZHoP3Z9kTMfY,[2],[1]
LRPG2BeG2PiKZpCp8,[],[]
q7Q6d7to6hw9B5jSr,[],[]
cqgSEb8g6veKFWdHh,[],[]
iCL9TeR69RvXknyEr,"[3, 1, 1, 1, 1, 2, 4, 1, 1]","[1, 7, 3, 1, 1, 1, 1, 2]"
jewNQ6nphhwuetJvx,"[1, 1, 1, 3, 1, 3]","[6, 1, 4, 2]"
s7toPcWBFFcNREhvy,[],[1]
ZNxAgkJoajbo8Rhye,[],[1]
ywiCPDWTcTpii7JdW,[],[]
mywSzXKJmKyXjYHZy,[],[]
aBKmtd5qL3bH2bhwa,"[4, 3]",[]
S4WH8xxdXLa9KyCJm,"[2, 7, 2, 1]",[3]
4aTcYQkTbSkwcANGM,[],[]
ZviEdxywjGw7aDyXL,[],[]
XzR7MrnMmQvySGwb3,[],[]
StLmgbBHW7HpxGnR9,"[2, 1, 5]",[]
SmdTAp88AN5eaegoH,"[1, 1, 1, 3]","[6, 1, 1, 2]"
m9hB3zvTbTrdnjjLD,[],[]
pFwuSs7ewv77mZhBY,[1],[1]
cuZkYYK47X3cJr5yu,[],[]
56vGKovu92ztCNniT,[],[]
KZrg6DtHqMGkZkpPu,[],[]
pXvBAxaWLm4HQcrou,[1],"[1, 1]"
X3NuF3HvZLojiAsZn,[2],[]
ou9RjjKNQsDivNgJk,[],[]
8LSxuBXgu2jkzNrmu,[],[]
aT4hNctm3K6BC7TQS,[],[1]
7fN4xBzEsBEgbqAoj,[],[]
4LYY5F92ibaCA237q,[],[]
w6HRqMM7mrXicn7A6,[],[]
sDYBBgDuRu5pCqoNG,[],[]
Rn2QfXBc6pCNAcj9E,[],[]
cJ47CM3cgsiKm4ov9,[7],[]
Xvv8FwxB2hsoYKvrP,"[2, 4, 2, 2, 2, 5, 11, 1, 5]","[3, 1, 1, 27, 20, 3, 1]"
9fSwRWRXy7uJN7Wqa,[],[]
MEmhTfsiR9krSdDKs,[],[]
87XwX6RAZhYHTmLut,[1],[1]
SxomLYWDj7ZGDXcx2,[],[]
LSiJnTf2yHvj9gKHc,"[1, 2]","[1, 1]"
bFnPH6rCmEsTeh8co,[],[]
a7TZLTekvninaD2kM,[],[]
zhbjAootmzLPQRDQm,[],[]
8xhFZLXZPqd7GLCwK,"[1, 1, 1]","[7, 1, 1]"
6bwuLGwZ6au3hR5Pb,"[1, 2, 3, 1]","[7, 4, 4, 1]"
SeGtLbFwNREEpQuh7,"[1, 1]","[2, 1]"
reijwNLXjBrfu69HA,[],[]
4vyjNws5t6fHq2ge9,[],[]
2jAzBtNELLSMr3Z5x,[],[]
GEbMxs3B4hvEZYCmb,"[1, 1]",[2]
FwaHvcTSwaa2mNAhM,[],[]
EpjMuxqZJHEmcmieu,[],[]
u3wi9KbLSEXkfKHvi,[],[]
5aWkrgDP9AvZ6kHd5,[],[]
A2rxT9SdzFsn9egg6,[],[]
dkHtdtZ3EDkyZiPY4,[],[]
uzCTydy8pfhAduxgn,[2],[]
fWaoLEkXpfzuqwWsW,[3],"[1, 1, 1, 1, 1, 1]"
qsFBv2nYvakSSyNqq,[],[]
9j7JeGt3n3i3jyw2H,[],[]
qzMnxh7yf3YpX4wAY,[1],[]
ZcxrXCxgmhG4KJtAq,[],[]
qbcoNBzoTrD9kRMww,[],[]
sPhoxwtJhvwXT9X7n,[],[]
SKJqfWc6y3RCngCg7,[],[1]
2Bq7p8tY65955kMsz,"[1, 1, 1, 2]","[1, 17, 14, 11, 4, 1]"
3y6W8NDwqXkF25MCd,[],[]
sZhFztPKce8Fd4Mok,[],[]
gBNTEd8XLC2crbrss,[1],"[1, 1]"
3oSZo64i9tpmFjwmg,[],[1]
tdfaQtnwcxBB6PXyf,[],"[1, 1, 1, 1, 1]"
6TcWR7PhHApGp7spA,[],[]
ZWygfZ7bxvPqConwo,[13],[1]
uPXCZfmenpHDGx3eY,[],[]
tggPRoc8rj55mv4dk,[],[]
zxsZNBQjeqCcnKKy2,[],[]
2uWw3iXDgJXmSTWTE,[],[]
D9wNFmTgvJWjPiP3r,[],[]
rE9fPvPyNmvbMcqwG,[],[]
kRaoBshiuNTdKfPyr,[],[]
hxfXJn7thFtyg4hnF,[],"[1, 1]"
fSxpmBznPoikqbWGv,[],[]
ort9HXSuyoAqHNePA,[],[]
SAk6Zwitkjyw9LScD,[],[]
2rZEcz4HaBueNeSK7,[],[]
CgzYKvnNqsW2L4vYQ,[1],[]
oAnNwxeGMN9EdP4wA,"[2, 1, 4, 1, 4, 1, 3]","[5, 2, 1, 5, 2]"
ghqCrKfqwCLTdPMPk,"[1, 2, 1, 5, 1, 12, 3, 4, 5, 4, 5, 8, 4, 4, 3, 2, 1, 1]","[9, 5, 2, 13, 5, 12, 6, 12, 5, 1]"
uSf6AjYkYuXAqsWZW,[],[]
X2PSgKY6HkiEzyfFX,"[1, 1]","[1, 3, 1, 1, 1, 1, 6, 1, 1, 1]"
RocEunX2RkShcWgFL,[],[]
aWHwMbXczvTmy5roT,[],[]
Aa5e96Yn9EoWtD3kw,"[1, 1, 5, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 11, 15, 1, 2, 1]","[2, 1, 1, 1, 4, 1, 1, 1, 1, 23, 6, 4, 1]"
4uj7LPssEnvMLv3tk,[],[]
mwJBFSCcEyjJC38Mx,[1],"[1, 1, 1]"
q2GbTRuReATSCRpnE,"[4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3]","[6, 2, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1]"
MYyqb5pLbwSjJegb4,[],[]
D8sY5dFGvJEsiGKJN,[],[]
TsW9wcdrtNAwrGXiF,[],[]
rzAoWKourxp2BD9fq,[],[]
znaG3JFgErt5N43J7,[],[]
aHncYxe3r5zyTGgk9,[],"[1, 1]"
eB7RGeEf8PybnNzsP,[],[]
vT23t2go27SsXvXE8,[],[]
T6eWf5AqYP3BNwmk8,[],[]
AGADRReYnadun7FiT,[],[]
LPYGgWruKqCwQZkTt,"[1, 1, 3, 1, 1]","[5, 2, 1, 6, 2]"
tQkELDn3jntoLQGt2,[],[]
CrSnxGp4vcqJ6z9Hk,[],[]
JYsnNDkzAiokEs73L,[],[]
Z4K377Z6TAJnMpmkD,[1],[]
n9c6JxX8YNtDzyA98,[],[]
ap3piyZswP92jDLWY,[5],"[1, 1, 7, 1, 1, 1]"
imM4nXdA9Aqrmr7Wc,[],[]
fqn6bEsnMxDyRjA8G,[],[]
eaoKzqzvB4YBE8rdN,"[1, 1, 3]","[1, 2, 1, 1, 3, 1]"
fzXdxp6PkugNqWJXk,[],[]
arEhFbuh76aixytW5,[],[]
LpA6jyaSNJEHEq9uC,[],[]
rBbaZQbsT28oT6uNM,[],[]
rqvyBGmohQ6B6oeRm,[],[]
fkvfTmJeF48Aph6NY,[],[]
LS3wvxuLAhvkrAuzv,[],[]
ZaBsXQKr3pMbZFQbS,[1],[]
HCFxsNe7D3BoJKg2L,[],[]
ztJP7tge4jzMASaML,[],[]
ZiMpWDy64bcBkphPh,[],[]
AtJsiNJMkmbAvWM8n,[],[]
Ht9Y5pcC7NqxzLaxr,[],[]
XaHEYHXHPN9pjxqQP,"[1, 1]","[1, 1, 2]"
Fs3ceBe93qmAyHaaN,[],[]
gCvhd38gvuFPoGM2Z,[],[]
mQ8DeTmuaRn53bgqx,[],[]
xRjrc3iuoaJDMq8s6,"[3, 4, 3, 8, 1]","[24, 18, 13, 9, 1]"
wwwwZJF4G2nagkWss,"[2, 3]","[1, 1, 6, 1]"
JfXN8hYKs3ubKYFt2,[],[]
n8Jm8ZtAXmW3y6cab,"[1, 1, 1, 5, 1]","[6, 4, 2]"
JnSyhkjhuLX4dBGbG,[],[]
hrgjEqZt7XdZRt4fe,[3],[1]
KeJeJzqv5eFpaNufW,[],[]
rypBZBpQKJSzsSd5H,[],[]
cXQ3kCQLk3N7x2uza,[],[]
yKE858q49Sividhxb,"[3, 1, 1]",[]
Chh2uRZvaNdsJ8XND,"[3, 2, 5, 5, 6]","[9, 6, 1, 6, 1]"
LiuXM29EqD8PKandW,"[1, 1]","[1, 1, 1, 1, 3, 1]"
WPsGvqyHW7ZLhMxyy,[],[]
F7zE6kfPBEjHktBg4,[],[]
aXDjyxNHGBtk4GWi5,[],[]
vMXXhF3xfxH7rSy8d,[],[]
kRdwW4uqbiET5vdBj,[],[]
cXBYQwKSd88QwBLPL,[4],[]
toR7PPc7Hr68kcKAX,"[3, 3, 3, 3, 2, 1, 2]","[9, 4, 1]"
sTr4Gb3EvyFhQXDay,[],[]
zRSJfENoiwthEuqGp,[],[1]
FEbcNfuBffeQQoT9d,"[1, 2, 2, 2]","[8, 6, 3]"
9dFyWQZ6REttWFBLG,[],[]
XS9ufyoZh68rn5hWt,[1],[1]
pvszJgJ7eyZ4A7aE3,[],[]
PsM2DwbooM7S6jJNz,"[1, 1, 1]","[1, 1, 1, 1, 1, 1, 3, 1]"
qCr43siKjyekLt9N4,[],[]
YsS59Rhnj9YFmRmG5,[],[]
z8PYewFQh5cYX3C8Z,[1],"[1, 1, 1, 1]"
SqSRshzAnTaxL3vob,"[1, 1, 6, 7, 4, 4, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 9, 3, 1, 6, 1, 1]","[3, 1, 1, 7, 16, 11, 8, 1, 1, 1, 19, 15, 13, 10]"
Sr8Zvf8wPXqzwzpNG,[],[]
bxmA6HCDnxcPhnRzx,[],[]
qySAQBnh9mWkdHdi3,"[3, 3, 2]",[1]
LJERzMZdKB8seWNiL,[],[]
vthCEPvvjBD6iN2Zf,"[2, 2, 1]",[3]
hMQeMmnqd46cMYkdF,[],[]
bDsLkW8Y7yS6tono4,[],[]
SSDeBGXEED938tjxJ,[],[]
5hWEss9RxXQGCxyhF,"[3, 1, 1, 5, 2]","[1, 9, 4, 2, 1, 1]"
nJS5bXYftok6sjcPT,[],[]
Af4AepmMEoXfkswrD,[],[]
NtqJjEpqPxuGbLqvD,[],[]
DoNZDt9F36hcJSLxo,"[1, 1]",[]
sJozEkDGGvk5eKQiS,"[1, 3, 1, 4]",[]
rHXFXYhQkeL6eo4uz,[2],"[3, 1]"
Y9CTx7P6hBfFmco6b,[],[1]
xjoHSh8MzFxF6xfiq,"[1, 1]","[1, 1, 1, 1]"
ShGg9wc7pTTGKSeka,[],[]
zefrMpBpZNaGepreo,[],[]
2hnt3Bx3oAeGpTQKE,[],[]
GmPvL2QGkKNuaGiMG,[],[]
SJqiYMQCqcHwekHMY,[],[]
APiYyF4KWv8r5eLoL,[1],[]
BPyEmC3wgR4BqLhpc,"[1, 7, 1, 1]",[1]
X4eMsf7XXwRkm6Cri,[],[]
LjhhQzYpDvfpikocF,[],[]
be7GNpFh2btNTEpxw,[],"[1, 1, 1, 1]"
YHm3r89qLTFZ4KTqH,"[1, 2, 8]","[1, 3, 9]"
w3xGNwJP7Ymnz8auQ,[1],"[4, 1, 1, 1, 1]"
sKzKoS8pXYCssYBWX,[],[]
CTgJWcXggKCCgF7Zx,[],[]
cc2NHxRn9idxZf8ob,[],[]
YvZNAME3BZr9wX7Y3,"[1, 1, 2, 1, 1]","[2, 3, 1, 2]"
Tfmq4PeB8f7Fpv9F9,[],[]
RETYhbXX9Z5mmWpNx,[],[]
7tCLWmu35ujNtmbiY,[3],"[1, 1]"
sDu4dcNCgvR5dNFGN,"[1, 4, 3]","[2, 9, 4]"
bPQPMz38tDtYjNLmT,"[3, 1]","[4, 3, 1]"
QckhRsmFtP5dvvJzX,[],[]
6TksSat2aaCBJNHEe,"[1, 1, 1, 2, 4]","[2, 1, 1, 1]"
poKPP6rGzGwz43CxF,[],[]
Dx6fjykGpZ2HDC7MN,"[1, 1]","[3, 1, 1]"
4bjimSzEmKTh6SPbX,"[1, 1]",[]
bqCJ3sx2F8yoQ6sjN,"[4, 1, 2]",[]
5hbfnWEzm7iTnh48D,[],[1]
wXsEyik5GXv32nit2,[],[]
AjDQFQBsihHG5x4rG,[],[]
kHDuXs4nvJnRGWpij,[],[]
w9hx8siRuZkCi5bqm,[],[]
LkiNxc95EYzgG8nKh,[],[]
SpPnWnCPCGJxtQTeZ,"[4, 1, 4]",[]
TWFiSPqCtEqYCvDXZ,[],[1]
tagX764DdTMhQoLRw,[],[]
Pq4N8H6y6fjsoj5Hd,[],[]
KPbEnNjdFbE7zGpHE,[2],"[1, 1, 1]"
p5TcJ35fRifgDcQhE,[1],[]
QEhdxmbQT7pDwzoLZ,"[1, 1, 1, 2, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
9Z4dqiGKpw2LfmxDA,"[1, 1]","[1, 1, 1]"
saxoL63T5RXHCzsvq,[],[]
6uu7pQCSjkKhHFFgh,[],[]
xzMto6L2XixSYKkzN,[],[]
DRKy9DYo7zocQBSZ8,[],[]
Tbe6dSAH8gTqEQurD,"[1, 2, 1]","[3, 1, 3]"
X9uabdxzciymdsTPZ,[],[]
SDJoEgxxbJqKPTMNN,[],[]
RYH7eYy46LwCz5GAr,[],[]
vwgmC5EdapNYRuYx2,[],[]
n5XRsiawPMsqqE44T,[],[]
GmBT7CnPZGdbvMLiv,[],[]
